Num,Name,PROTEIN,FAT,CARBON HYDRATE
1917,＜鳥肉類＞　ほろほろちょう　肉　皮なし　生,22.5,1.0,0.2
1918,＜その他＞　いなご　つくだ煮,26.3,1.4,32.3
1919,＜その他＞　かえる　肉　生,22.3,0.4,0.3
1920,＜その他＞　すっぽん　肉　生,16.4,13.4,0.5
1921,＜その他＞　はち　はちの子缶詰,16.2,7.2,30.2
1922,あひる卵　ピータン,13.7,16.5,0
1923,うこっけい卵　全卵　生,12.0,13.0,0.4
1924,うずら卵　全卵　生,12.6,13.1,0.3
1925,うずら卵　水煮缶詰,11.0,14.1,0.6
1926,鶏卵　全卵　生,12.2,10.2,0.4
1927,鶏卵　全卵　ゆで,12.5,10.4,0.3
1928,鶏卵　全卵　ポーチドエッグ,12.3,11.7,0.2
1929,鶏卵　全卵　目玉焼き,14.8,17.6,0.3
1930,鶏卵　全卵　いり,13.3,16.7,0.3
1931,鶏卵　全卵　素揚げ,14.3,31.9,0.3
1932,鶏卵　全卵　水煮缶詰,10.8,10.6,Tr
1933,鶏卵　全卵　加糖全卵,9.8,10.6,20.7
1934,鶏卵　全卵　乾燥全卵,49.1,42.0,0.2
1935,鶏卵　卵黄　生,16.5,34.3,0.2
1936,鶏卵　卵黄　ゆで,16.1,34.1,0.2
1937,鶏卵　卵黄　加糖卵黄,12.1,23.9,20.7
1938,鶏卵　卵黄　乾燥卵黄,30.3,62.9,0.2
1939,鶏卵　卵白　生,10.1,Tr,0.5
1940,鶏卵　卵白　ゆで,10.5,0.1,0.4
1941,鶏卵　卵白　乾燥卵白,86.5,0.4,0.2
1942,鶏卵　たまご豆腐,-6.5,-5.3,-0.9
1943,鶏卵　たまご焼　厚焼きたまご,-10.5,-9.2,-6.5
1944,鶏卵　たまご焼　だし巻きたまご,-11.0,-9.2,-0.5
1945,＜牛乳及び乳製品＞　（液状乳類）　生乳　ジャージー種,3.9,5.2,4.7
1946,＜牛乳及び乳製品＞　（液状乳類）　生乳　ホルスタイン種,3.2,3.7,4.7
1947,＜牛乳及び乳製品＞　（液状乳類）　普通牛乳,3.3,3.8,4.8
1948,＜牛乳及び乳製品＞　（液状乳類）　脱脂乳,3.4,0.1,4.8
1949,＜牛乳及び乳製品＞　（液状乳類）　加工乳　濃厚,3.4,4.2,5.3
1950,＜牛乳及び乳製品＞　（液状乳類）　加工乳　低脂肪,3.8,1.0,5.5
1951,＜牛乳及び乳製品＞　（液状乳類）　乳児用液体ミルク,1.5,3.6,7.1
1952,＜牛乳及び乳製品＞　（液状乳類）　乳飲料　コーヒー,2.2,2.0,7.2
1953,＜牛乳及び乳製品＞　（液状乳類）　乳飲料　フルーツ,1.2,0.2,9.9
1954,＜牛乳及び乳製品＞　（粉乳類）　全粉乳,25.5,26.2,39.3
1955,＜牛乳及び乳製品＞　（粉乳類）　脱脂粉乳,34.0,1.0,53.3
1956,＜牛乳及び乳製品＞　（粉乳類）　乳児用調製粉乳,12.4,26.8,55.9
1957,＜牛乳及び乳製品＞　（練乳類）　無糖練乳,6.8,7.9,11.2
1958,＜牛乳及び乳製品＞　（練乳類）　加糖練乳,7.7,8.5,56.0
1959,＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪,1.9,43.0,6.5
1960,＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪・植物性脂肪,4.4,42.1,3.0
1961,＜牛乳及び乳製品＞　（クリーム類）　クリーム　植物性脂肪,1.3,39.5,3.3
1962,＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　乳脂肪,1.8,40.7,12.9
1963,＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　乳脂肪・植物性脂肪,4.0,38.4,12.9
1964,＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　植物性脂肪,6.3,36.1,12.9
1965,＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　乳脂肪,5.2,18.3,5.5
1966,＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　乳脂肪・植物性脂肪,4.8,21.6,3.7
1967,＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　植物性脂肪,4.3,24.8,1.8
1968,＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　粉末状　乳脂肪,7.6,27.3,60.4
1969,＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　粉末状　植物性脂肪,2.1,36.2,56.4
1970,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　全脂無糖,3.6,3.0,4.9
1971,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　低脂肪無糖,3.7,1.0,5.2
1972,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　無脂肪無糖,4.0,0.3,5.7
1973,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　脱脂加糖,4.3,0.2,11.9
1974,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　ドリンクタイプ　加糖,2.9,0.5,12.2
1975,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　乳製品,1.1,0.1,16.4
1976,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　殺菌乳製品,1.5,0.1,52.6
1977,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　非乳製品,0.4,0.1,10.0
1978,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　エダム,28.9,25.0,1.4
1979,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　エメンタール,27.3,33.6,1.6
1980,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カテージ,13.3,4.5,1.9
1981,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カマンベール,19.1,24.7,0.9
1982,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　クリーム,8.2,33.0,2.3
1983,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ゴーダ,25.8,29.0,1.4
1984,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　チェダー,25.7,33.8,1.4
1985,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　パルメザン,44.0,30.8,1.9
1986,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ブルー,18.8,29.0,1.0
1987,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　マスカルポーネ,4.4,28.2,4.3
1988,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　モッツァレラ,18.4,19.9,4.2
1989,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　やぎ,20.6,21.7,2.7
1990,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　リコッタ,7.1,11.5,6.7
1991,＜牛乳及び乳製品＞　（チーズ類）　プロセスチーズ,22.7,26.0,1.3
1992,＜牛乳及び乳製品＞　（チーズ類）　チーズスプレッド,15.9,25.7,0.6
1993,＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　高脂肪,3.5,12.0,22.4
1994,＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　普通脂肪,3.9,8.0,23.2
1995,＜牛乳及び乳製品＞　（アイスクリーム類）　アイスミルク,3.4,6.4,23.9
1996,＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　普通脂肪,3.1,13.6,22.2
1997,＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　低脂肪,1.8,2.0,20.6
1998,＜牛乳及び乳製品＞　（アイスクリーム類）　ソフトクリーム,3.8,5.6,20.1
1999,＜牛乳及び乳製品＞　（その他）　カゼイン,86.2,1.5,0
2000,＜牛乳及び乳製品＞　（その他）　シャーベット,0.9,1.0,28.7
2001,＜牛乳及び乳製品＞　（その他）　チーズホエーパウダー,12.5,1.2,77.0
2002,＜その他＞　人乳,1.1,3.5,7.2
2003,＜その他＞　やぎ乳,3.1,3.6,4.5
2004,（植物油脂類）　あまに油,0,100,0
2005,（植物油脂類）　えごま油,0,100,0
2006,（植物油脂類）　オリーブ油,0,100,0
2007,（植物油脂類）　ごま油,0,100,0
2008,（植物油脂類）　米ぬか油,0,100,0
2009,（植物油脂類）　サフラワー油　ハイオレイック,0,100,0
2010,（植物油脂類）　サフラワー油　ハイリノール,0,100,0
2011,（植物油脂類）　大豆油,0,100,0
2012,（植物油脂類）　調合油,0,100,0
2013,（植物油脂類）　とうもろこし油,0,100,0
2014,（植物油脂類）　なたね油,0,100,0
2015,（植物油脂類）　パーム油,0,100,0
2016,（植物油脂類）　パーム核油,0,100,0
2017,（植物油脂類）　ひまわり油　ハイリノール,0,100,0
2018,（植物油脂類）　ひまわり油　ミッドオレイック,0,100,0
2019,（植物油脂類）　ひまわり油　ハイオレイック,0,100,0
2020,（植物油脂類）　ぶどう油,0,100,0
2021,（植物油脂類）　綿実油,0,100,0
2022,（植物油脂類）　やし油,0,100,0
2023,（植物油脂類）　落花生油,0,100,0
2024,（動物油脂類）　牛脂,0.2,99.8,0
2025,（動物油脂類）　たらのあぶら,0.1,99.8,0
2026,（動物油脂類）　ラード,0,100,0
2027,（バター類）　無発酵バター　有塩バター,0.6,81.0,0.2
2028,（バター類）　無発酵バター　食塩不使用バター,0.5,83.0,0.2
2029,（バター類）　発酵バター　有塩バター,0.6,80.0,4.4
2030,（マーガリン類）　マーガリン　家庭用　有塩,0.4,83.1,0.5
2031,（マーガリン類）　マーガリン　家庭用　無塩,0.4,83.1,0.5
2032,（マーガリン類）　マーガリン　業務用　有塩,0.3,84.3,0.1
2033,（マーガリン類）　マーガリン　業務用　無塩,0.3,84.3,0.1
2034,（マーガリン類）　ファットスプレッド,0.2,69.1,0
2035,（その他）　ショートニング　家庭用,0,99.9,0
2036,（その他）　ショートニング　業務用　製菓,0,99.9,0
2037,（その他）　ショートニング　業務用　フライ,0,99.9,0
2038,＜和生菓子・和半生菓子類＞　甘納豆　あずき,3.4,0.3,69.5
2039,＜和生菓子・和半生菓子類＞　甘納豆　いんげんまめ,3.8,0.5,69.9
2040,＜和生菓子・和半生菓子類＞　甘納豆　えんどう,3.8,0.4,72.2
2041,＜和生菓子・和半生菓子類＞　今川焼　こしあん入り,-4.5,-1.1,-48.3
2042,＜和生菓子・和半生菓子類＞　今川焼　つぶしあん入り,-4.5,-1.4,-48.2
2043,＜和生菓子・和半生菓子類＞　今川焼　カスタードクリーム入り,-4.7,-2.6,-46.7
2044,＜和生菓子・和半生菓子類＞　ういろう　白,-1.0,-0.2,-44.2
2045,＜和生菓子・和半生菓子類＞　ういろう　黒,-1.5,-0.2,-42.7
2046,＜和生菓子・和半生菓子類＞　うぐいすもち　こしあん入り,-3.5,-0.4,-55.8
2047,＜和生菓子・和半生菓子類＞　うぐいすもち　つぶしあん入り,-2.7,-0.4,-56.8
2048,＜和生菓子・和半生菓子類＞　かしわもち　こしあん入り,-4.0,-0.4,-46.7
2049,＜和生菓子・和半生菓子類＞　かしわもち　つぶしあん入り,-3.9,-0.5,-46.6
2050,＜和生菓子・和半生菓子類＞　カステラ,-7.1,-5.0,-61.8
2051,＜和生菓子・和半生菓子類＞　かのこ,-4.8,-0.4,-60.4
2052,＜和生菓子・和半生菓子類＞　かるかん,-2.1,-0.3,-54.8
2053,＜和生菓子・和半生菓子類＞　きび団子,-1.6,-0.2,-73.7
2054,＜和生菓子・和半生菓子類＞　ぎゅうひ,-1.3,-0.2,-62.4
2055,＜和生菓子・和半生菓子類＞　きりざんしょ,-2.1,-0.3,-59.3
2056,＜和生菓子・和半生菓子類＞　きんぎょく糖,(Tr),0,-71.9
2057,＜和生菓子・和半生菓子類＞　きんつば,-6.0,-0.7,-58.6
2058,＜和生菓子・和半生菓子類＞　草もち　こしあん入り,-4.2,-0.4,-52.1
2059,＜和生菓子・和半生菓子類＞　草もち　つぶしあん入り,-4.8,-0.7,-51.1
2060,＜和生菓子・和半生菓子類＞　くし団子　あん　こしあん入り,-3.8,-0.4,-45.4
2061,＜和生菓子・和半生菓子類＞　くし団子　あん　つぶしあん入り,-3.8,-0.5,-45.4
2062,＜和生菓子・和半生菓子類＞　くし団子　みたらし,-3.2,-0.4,-44.9
2063,＜和生菓子・和半生菓子類＞　くずもち　関西風　くずでん粉製品,-0.1,-0.1,-22.5
2064,＜和生菓子・和半生菓子類＞　くずもち　関東風　小麦でん粉製品,-0.1,-0.1,-22.4
2065,＜和生菓子・和半生菓子類＞　げっぺい,-4.7,-8.5,-65.5
2066,＜和生菓子・和半生菓子類＞　五平もち,-3.0,-0.5,-40.9
2067,＜和生菓子・和半生菓子類＞　桜もち　関西風　こしあん入り,-3.5,-0.3,-46.0
2068,＜和生菓子・和半生菓子類＞　桜もち　関西風　つぶしあん入り,-3.0,-0.3,-46.5
2069,＜和生菓子・和半生菓子類＞　桜もち　関東風　こしあん入り,-4.5,-0.4,-54.2
2070,＜和生菓子・和半生菓子類＞　桜もち　関東風　つぶしあん入り,-4.2,-0.6,-54.4
2071,＜和生菓子・和半生菓子類＞　笹だんご　こしあん入り,-4.0,-0.5,-54.6
2072,＜和生菓子・和半生菓子類＞　笹だんご　つぶしあん入り,-4.7,-0.6,-53.8
2073,＜和生菓子・和半生菓子類＞　ずんだあん,-6.3,-3.4,-36.6
2074,＜和生菓子・和半生菓子類＞　ずんだもち,-4.9,-1.7,-45.1
2075,＜和生菓子・和半生菓子類＞　大福もち　こしあん入り,-4.6,-0.5,-53.2
2076,＜和生菓子・和半生菓子類＞　大福もち　つぶしあん入り,-4.7,-0.6,-52.8
2077,＜和生菓子・和半生菓子類＞　タルト　（和菓子）,-5.9,-3.0,-60.7
2078,＜和生菓子・和半生菓子類＞　ちまき,-1.3,-0.2,-36.5
2079,＜和生菓子・和半生菓子類＞　ちゃつう,-6.2,-4.3,-66.4
2080,＜和生菓子・和半生菓子類＞　どら焼　こしあん入り,-6.6,-3.1,-58.4
2081,＜和生菓子・和半生菓子類＞　どら焼　つぶしあん入り,-6.6,-3.2,-57.9
2082,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん入り,-3.6,-0.3,-65.4
2083,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん・つぶしあん混合,-3.5,-0.3,-65.5
2084,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　つぶしあん入り,-3.7,-0.5,-65.1
2085,＜和生菓子・和半生菓子類＞　ねりきり,-5.3,-0.3,-60.1
2086,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　こしあん入り,-6.7,-2.1,-62.6
2087,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　つぶしあん入り,-6.9,-2.3,-62.2
2088,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　こしあん入り,-3.0,-0.3,-53.8
2089,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　つぶしあん入り,-3.1,-0.4,-53.6
2090,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　こしあん入り,-3.1,-0.2,-51.4
2091,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　つぶしあん入り,-1.3,-0.1,-53.4
2092,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　こしあん入り,-6.5,-1.4,-68.1
2093,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　つぶしあん入り,-6.7,-1.6,-67.0
2094,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　こしあん入り,-6.8,-3.1,-61.6
2095,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　つぶしあん入り,-6.9,-3.3,-61.3
2096,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　こしあん入り,-4.6,-0.5,-59.5
2097,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　つぶしあん入り,-4.7,-0.7,-59.1
2098,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　こしあん入り,-6.1,-5.6,-51.3
2099,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　つぶしあん入り,-6.2,-6.0,-51.3
2100,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　肉まん,-10.0,-5.1,-43.4
2101,＜和生菓子・和半生菓子類＞　もなか　こしあん入り,-4.9,-0.3,-65.5
2102,＜和生菓子・和半生菓子類＞　もなか　つぶしあん入り,-6.4,-0.7,-63.3
2103,＜和生菓子・和半生菓子類＞　ゆべし,-2.4,-3.5,-71.2
2104,＜和生菓子・和半生菓子類＞　ようかん　練りようかん,-3.6,-0.2,-69.9
2105,＜和生菓子・和半生菓子類＞　ようかん　水ようかん,-2.6,-0.2,-39.9
2106,＜和生菓子・和半生菓子類＞　ようかん　蒸しようかん,-4.4,-0.3,-55.4
2107,＜和干菓子類＞　あめ玉,0,0,-97.5
2108,＜和干菓子類＞　芋かりんとう,-1.4,-20.6,-71.3
2109,＜和干菓子類＞　おこし,-3.8,-0.7,-90.2
2110,＜和干菓子類＞　おのろけ豆,-11.3,-13.6,-70.2
2111,＜和干菓子類＞　かりんとう　黒,-7.5,-11.6,-76.3
2112,＜和干菓子類＞　かりんとう　白,-9.7,-11.2,-76.2
2113,＜和干菓子類＞　ごかぼう,-10.6,-6.4,-71.7
2114,＜和干菓子類＞　小麦粉せんべい　磯部せんべい,-4.3,-0.8,-89.3
2115,＜和干菓子類＞　小麦粉せんべい　かわらせんべい,-7.0,-3.2,-84.9
2116,＜和干菓子類＞　小麦粉せんべい　巻きせんべい,-4.3,-1.4,-90.4
2117,＜和干菓子類＞　小麦粉せんべい　南部せんべい　ごま入り,-11.2,-11.1,-72.0
2118,＜和干菓子類＞　小麦粉せんべい　南部せんべい　落花生入り,-11.7,-9.5,-73.9
2119,＜和干菓子類＞　しおがま,-2.6,-0.2,-85.5
2120,＜和干菓子類＞　ひなあられ　関西風,-8.0,-1.4,-85.8
2121,＜和干菓子類＞　ひなあられ　関東風,-9.6,-2.8,-80.7
2122,＜和干菓子類＞　米菓　揚げせんべい,-5.6,-17.4,-71.3
2123,＜和干菓子類＞　米菓　甘辛せんべい,-6.7,-0.9,-86.2
2124,＜和干菓子類＞　米菓　あられ,-7.5,-1.0,-84.9
2125,＜和干菓子類＞　米菓　しょうゆせんべい,-7.3,-1.0,-83.9
2126,＜和干菓子類＞　ボーロ　小粒,-2.5,-2.1,-90.6
2127,＜和干菓子類＞　ボーロ　そばボーロ,-7.7,-3.4,-86.1
2128,＜和干菓子類＞　松風,-4.0,-0.7,-89.7
2129,＜和干菓子類＞　みしま豆,-12.3,-8.6,-75.8
2130,＜和干菓子類＞　八つ橋,-3.3,-0.5,-94.2
2131,＜和干菓子類＞　らくがん　らくがん,-2.4,-0.2,-94.3
2132,＜和干菓子類＞　らくがん　麦らくがん,-4.8,-1.8,-90.4
2133,＜和干菓子類＞　らくがん　もろこしらくがん,-6.6,-0.3,-89.9
2134,＜菓子パン類＞　揚げパン,8.7,18.7,43.5
2135,＜菓子パン類＞　あんパン　こしあん入り,-6.8,-3.6,-53.5
2136,＜菓子パン類＞　あんパン　つぶしあん入り,-7.0,-3.8,-53.0
2137,＜菓子パン類＞　あんパン　薄皮タイプ　こしあん入り,-6.6,-3.5,-51.9
2138,＜菓子パン類＞　あんパン　薄皮タイプ　つぶしあん入り,-6.8,-3.7,-51.4
2139,＜菓子パン類＞　カレーパン　皮及び具,-6.6,-18.3,-32.3
2140,＜菓子パン類＞　カレーパン　皮のみ,7.2,22.4,38.4
2141,＜菓子パン類＞　カレーパン　具のみ,5.3,9.3,18.8
2142,＜菓子パン類＞　クリームパン,-7.9,-7.4,-48.3
2143,＜菓子パン類＞　クリームパン　薄皮タイプ,-6.0,-7.1,-33.9
2144,＜菓子パン類＞　ジャムパン,-5.3,-3.9,-58.1
2145,＜菓子パン類＞　チョココロネ,-5.8,-15.3,-44.4
2146,＜菓子パン類＞　チョコパン　薄皮タイプ,-4.7,-19.4,-40.0
2147,＜菓子パン類＞　メロンパン,8.0,10.5,59.9
2148,＜菓子パン類＞　菓子パン　あんなし,-8.2,-6.1,-54.1
2149,＜ケーキ・ペストリー類＞　シュークリーム,-6.0,-11.4,-25.5
2150,＜ケーキ・ペストリー類＞　スポンジケーキ,-7.9,-7.5,-52.1
2151,＜ケーキ・ペストリー類＞　ショートケーキ　果実なし,-6.9,-15.2,-42.3
2152,＜ケーキ・ペストリー類＞　ショートケーキ　いちご,-6.9,-14.7,-42.7
2153,＜ケーキ・ペストリー類＞　タルト　（洋菓子）,-4.7,-13.5,-30.5
2154,＜ケーキ・ペストリー類＞　チーズケーキ　ベイクドチーズケーキ,-8.5,-21.2,-23.3
2155,＜ケーキ・ペストリー類＞　チーズケーキ　レアチーズケーキ,-5.8,-27.5,-21.9
2156,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　プレーン,-6.2,-26.3,-35.1
2157,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　プレーン　,-6.5,-34.0,-33.2
2158,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　こしあん,-6.0,-15.6,-44.9
2159,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　つぶしあん,-6.0,-15.7,-42.9
2160,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　こしあん,-6.5,-21.3,-46.1
2161,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　つぶしあん,-6.6,-22.0,-45.2
2162,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　カスタードクリーム,-5.8,-19.3,-31.2
2163,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　カスタードクリーム,-7.3,-29.6,-36.6
2164,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　プレーン,-7.2,-20.2,-43.9
2165,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　こしあん,-6.8,-12.6,-52.2
2166,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　つぶしあん,-7.0,-13.0,-51.5
2167,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　カスタードクリーム,-7.7,-18.9,-44.6
2168,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　プレーン,-7.2,-11.7,-60.2
2169,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　こしあん,-8.3,-5.4,-63.7
2170,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　つぶしあん,-8.6,-5.7,-63.1
2171,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　カスタードクリーム,-9.6,-10.5,-56.7
2172,＜ケーキ・ペストリー類＞　パイ　パイ皮,-5.0,-25.4,-36.4
2173,＜ケーキ・ペストリー類＞　パイ　アップルパイ,-4.0,-17.5,-32.8
2174,＜ケーキ・ペストリー類＞　パイ　ミートパイ,-9.7,-29.9,-22.2
2175,＜ケーキ・ペストリー類＞　バターケーキ,-5.8,-25.3,-48.0
2176,＜ケーキ・ペストリー類＞　ホットケーキ,-7.7,-5.4,-45.3
2177,＜ケーキ・ペストリー類＞　ワッフル　カスタードクリーム入り,-7.3,-7.9,-38.1
2178,＜ケーキ・ペストリー類＞　ワッフル　ジャム入り,-4.9,-4.2,-57.3
2179,＜デザート菓子類＞　カスタードプリン,-5.7,-5.5,-14.0
2180,＜デザート菓子類＞　牛乳寒天,-1.1,-1.3,-12.2
2181,＜デザート菓子類＞　こんにゃくゼリー,0,-0.1,-16.4
2182,＜デザート菓子類＞　ゼリー　オレンジ,-2.1,-0.1,-19.8
2183,＜デザート菓子類＞　ゼリー　コーヒー,-1.6,0,-10.3
2184,＜デザート菓子類＞　ゼリー　ミルク,-4.3,-3.7,-14.4
2185,＜デザート菓子類＞　ゼリー　ワイン,-1.7,0,-13.2
2186,＜デザート菓子類＞　ババロア,-5.6,-12.9,-19.9
